iter	RMSE
1515	0.2101982026
1516	0.2101287076
1517	0.2100160481
1518	0.2100122383
1519	0.2099352509
1520	0.2098656695
1521	0.2098200914
1522	0.2096654985
1523	0.2095771871
1524	0.2095531244
1525	0.2094860124
1526	0.2093919312
1527	0.209360342
1528	0.2092733846
1529	0.2092499662
1530	0.2092136568
1531	0.2091236974
1532	0.2090801753
1533	0.2090355995
1534	0.2089660173
1535	0.2088624542
1536	0.2087994695
1537	0.208720011
1538	0.2086444289
1539	0.2085488609
1540	0.2084622916
1541	0.2083645832
1542	0.2082867519
1543	0.2082624524
1544	0.2081988671
1545	0.2080635557
1546	0.2080348366
1547	0.2079456037
1548	0.2078893959
1549	0.2078289391
1550	0.2077311103
1551	0.2077012245
1552	0.2076203505
1553	0.2074894959
1554	0.2073627093
1555	0.2072814116
1556	0.2071639983
1557	0.2071338933
1558	0.2070652513
1559	0.2070217954
1560	0.2069972601
1561	0.2069164534
1562	0.2068064218
1563	0.2067063049
1564	0.2065667505
1565	0.2065020748
1566	0.2064424839
1567	0.2063247405
1568	0.2062005666
1569	0.2061594253
1570	0.2060879038
1571	0.2059927259
1572	0.2058459862
1573	0.2057831225
1574	0.2057371451
1575	0.2056433765
1576	0.2055479622
1577	0.205448322
1578	0.2052890887
1579	0.2052161104
1580	0.2051191326
1581	0.2050739296
1582	0.2050026961
1583	0.2048841265
1584	0.2048168363
1585	0.2047733902
1586	0.2046924265
1587	0.2046197888
1588	0.2045544998
1589	0.2045310644
1590	0.2044886001
1591	0.2044293898
1592	0.2043513183
1593	0.204273884
1594	0.2042280212
1595	0.2041594192
1596	0.2040863539
1597	0.2040392344
1598	0.2040121712
1599	0.2038644254
1600	0.2037662079
1601	0.2037095659
1602	0.2036670185
1603	0.2035913705
1604	0.2035074923
1605	0.2034623949
1606	0.2034045155
1607	0.203360269
1608	0.203325868
1609	0.2032842435
1610	0.2031902065
1611	0.2031386461
1612	0.2030301249
1613	0.2030162602
1614	0.2029658205
1615	0.20287849
1616	0.202859822
1617	0.2027812364
1618	0.2026835388
1619	0.2025740696
1620	0.2024370086
1621	0.2023329656
1622	0.2023103761
1623	0.2021757856
1624	0.2021412176
1625	0.2020624745
1626	0.2019184586
1627	0.201888723
1628	0.2018307605
1629	0.2016971746
1630	0.2016403041
1631	0.2015455267
1632	0.2014877607
1633	0.2014463951
1634	0.2014001894
1635	0.2013472224
1636	0.201246301
1637	0.2012110433
1638	0.2011761183
1639	0.2011308915
1640	0.2009549657
1641	0.2008942635
1642	0.2008694806
1643	0.2007929321
1644	0.2006677331
1645	0.2006267018
1646	0.20050718
1647	0.2004983529
1648	0.2004852086
1649	0.2004632096
1650	0.2003418073
1651	0.2002298332
1652	0.2001982015
1653	0.2001256961
1654	0.2000840102
1655	0.2000334891
1656	0.1999617798
1657	0.1999092219
1658	0.1998232856
1659	0.1997548782
1660	0.1997184936
1661	0.1996584938
1662	0.1995178661
1663	0.1993885597
1664	0.1992936688
1665	0.1992768964
1666	0.1992527783
1667	0.1991948613
1668	0.1991153995
1669	0.1990155757
1670	0.1988815542
1671	0.1988131976
1672	0.1987219816
1673	0.1986501816
1674	0.1985804935
1675	0.1985512712
1676	0.1984486414
1677	0.1984017243
1678	0.1982755854
1679	0.1982565945
1680	0.1982142264
1681	0.1980924943
1682	0.19799074
1683	0.1979697616
1684	0.1978774249
1685	0.1977546666
1686	0.1977098491
1687	0.197685333
1688	0.1975850158
1689	0.1975507068
1690	0.197461952
1691	0.1974280413
1692	0.1973693995
1693	0.1973381848
1694	0.1972240557
1695	0.1971132754
1696	0.1970586599
1697	0.1969667471
1698	0.1968886331
1699	0.1967833712
1700	0.196754401
1701	0.1967109198
1702	0.1966106333
1703	0.1965831511
1704	0.1965239921
1705	0.1964403763
1706	0.196391082
1707	0.1962848253
1708	0.1962153503
1709	0.1961721708
1710	0.196103945
1711	0.1959895326
1712	0.1959052016
1713	0.1958071434
1714	0.1957715901
1715	0.1957145995
1716	0.1956149488
1717	0.1955742949
1718	0.1954913693
1719	0.1954340439
1720	0.1953476657
1721	0.1952584376
1722	0.1952093812
1723	0.1951017128
1724	0.195061438
1725	0.1949906955
1726	0.1949752708
1727	0.1949378546
1728	0.1948893285
1729	0.1948052166
1730	0.1947687067
1731	0.1947542232
1732	0.1946598276
1733	0.1945903116
1734	0.1945564564
1735	0.1944688506
1736	0.1943822003
1737	0.1942934269
1738	0.1942367726
1739	0.1941851391
1740	0.1940894662
1741	0.19401368
1742	0.1939251846
1743	0.1938483813
1744	0.1937515304
1745	0.193663312
1746	0.1935840136
1747	0.193531535
1748	0.193492522
1749	0.1933747426
1750	0.1932911364
1751	0.1932309789
1752	0.1931894232
1753	0.1931516461
1754	0.1930602733
1755	0.1930499408
1756	0.1929400106
1757	0.1928981389
1758	0.1928724584
1759	0.1928521944
1760	0.1928082367
1761	0.1926934047
1762	0.1926055166
1763	0.1925492089
1764	0.1924514695
1765	0.1923881963
1766	0.1923529651
1767	0.1923193065
1768	0.1922500918
1769	0.1922032088
1770	0.1921579305
1771	0.1921055512
1772	0.1920587654
1773	0.1919747761
1774	0.19187216
1775	0.1918040617
1776	0.1917071375
1777	0.1916190233
1778	0.1915355534
1779	0.1914906548
1780	0.1914593626
1781	0.1913906111
1782	0.1913037251
1783	0.191264201
1784	0.1911939743
1785	0.1910913607
1786	0.1910023996
1787	0.1909405944
1788	0.1908110703
1789	0.1907841862
1790	0.190736709
1791	0.1906972698
1792	0.1906615175
1793	0.1906149291
1794	0.1906088018
1795	0.1905750561
1796	0.190486238
1797	0.1904230575
1798	0.1903932929
1799	0.1903772594
