iter	RMSE
147	0.4492712689
148	0.4487813529
149	0.4479089154
150	0.4473822128
151	0.4467436583
152	0.4463204133
153	0.446017346
154	0.445634484
155	0.4450090237
156	0.4446574431
157	0.4441230623
158	0.4437605421
159	0.4436404231
160	0.4432632381
161	0.4428830616
162	0.4426005704
163	0.4421258036
164	0.441749616
165	0.4413306036
166	0.4409421101
167	0.4404984687
168	0.4398217434
169	0.4394501805
170	0.4388725266
171	0.4387339922
172	0.4383362662
173	0.4380656759
174	0.4377493987
175	0.437517746
176	0.4372459377
177	0.4368998465
178	0.4365160649
179	0.4360878834
180	0.4356275269
181	0.4351329934
182	0.4348393862
183	0.4344818579
184	0.4338950501
185	0.4334277744
186	0.4328537403
187	0.432500858
188	0.432089692
189	0.4317486117
190	0.4312474351
191	0.4308645429
192	0.4305094854
193	0.4300496174
194	0.4297969233
195	0.4293888475
196	0.4289372354
197	0.4284043188
198	0.4278123793
199	0.4273459012
200	0.4268476374
201	0.4264165061
202	0.4258499793
203	0.4254818393
204	0.424841916
205	0.4243003952
206	0.4239372761
207	0.4236478754
208	0.4231755686
209	0.4223919749
210	0.4219560553
211	0.4213845984
212	0.4207054695
213	0.420298575
214	0.4199383034
215	0.4193413787
216	0.4190158715
217	0.4185239503
218	0.4179064319
219	0.4174021698
220	0.4168474048
221	0.4164221639
222	0.4160806126
223	0.4156449936
224	0.4151290481
225	0.4146445663
226	0.4142620014
227	0.4140109681
228	0.4136094036
229	0.4131897965
230	0.4126680585
231	0.4122840216
232	0.4117889093
233	0.4114781754
234	0.4110279122
235	0.4106182435
236	0.410130725
237	0.409814975
238	0.4096170828
239	0.4094352646
240	0.4089009651
241	0.4084380132
242	0.408045834
243	0.4075670296
244	0.4069890835
245	0.4065692093
246	0.4063457631
247	0.4060361328
248	0.4055992329
249	0.4053844665
250	0.4050586029
251	0.4046254073
252	0.4042089148
253	0.4037314084
254	0.4035419863
255	0.4031052737
256	0.4027531644
257	0.4022320666
258	0.4019505754
259	0.4016079565
260	0.4012302771
261	0.4010334762
262	0.4006304008
263	0.4003089645
264	0.3999991232
265	0.399575491
266	0.3993294084
267	0.3990999889
268	0.398828848
269	0.3983623581
270	0.3980024837
271	0.3975913222
272	0.3973224331
273	0.3970703591
274	0.3968353151
275	0.3965919053
276	0.3963954574
277	0.3961054765
278	0.3958525427
279	0.395505292
280	0.3949700853
281	0.3945982519
282	0.3943710299
283	0.3939417872
284	0.393538988
285	0.3932415659
286	0.3930688971
287	0.3927945276
288	0.3923914105
289	0.3921151186
290	0.3917084514
291	0.3913672668
292	0.3909033169
293	0.3905372438
294	0.3901639385
295	0.3898702366
296	0.3894822669
297	0.3890314189
298	0.3887658946
299	0.388488965
300	0.3882701542
301	0.3879753208
302	0.3876867595
303	0.387347436
304	0.3870654319
305	0.3868611523
306	0.386416504
307	0.3862027445
308	0.3856535055
309	0.3852883935
310	0.384792456
311	0.384408707
312	0.3842136724
313	0.3838172444
314	0.3834472325
315	0.3831247986
316	0.3827412349
317	0.3821083213
318	0.3817548582
319	0.3812857781
320	0.3809406868
321	0.3805689488
322	0.3803116088
323	0.3799436249
324	0.3798059929
325	0.3793791643
326	0.379095663
327	0.3786734769
328	0.3782998425
329	0.3780572308
330	0.3777200892
331	0.3774839951
332	0.3770408035
333	0.3767918352
334	0.3764649162
335	0.3763052243
336	0.3759740406
337	0.3757780158
338	0.3754684602
339	0.3750174619
340	0.3746633683
341	0.3745028887
342	0.3741853353
343	0.3739126061
344	0.3737528368
345	0.3734510556
346	0.3730299589
347	0.3727344127
348	0.3724402815
349	0.372312798
350	0.3720072583
351	0.3716795732
352	0.371377972
353	0.371100854
354	0.3707874099
355	0.3704871087
356	0.3703045617
357	0.369944046
358	0.3697006447
359	0.3693540859
360	0.3689890624
361	0.3685515575
362	0.3682015175
363	0.3678930901
364	0.3677401185
365	0.367497585
366	0.3672180924
367	0.367040505
368	0.3668219527
369	0.3665289342
370	0.3663465008
371	0.3658821575
372	0.3657296739
373	0.3655429305
374	0.3653099054
375	0.3648683638
376	0.3645138222
377	0.3641972134
378	0.3639005399
379	0.3635648
380	0.3631634716
381	0.3629385403
382	0.3626531137
383	0.362514149
384	0.3623167886
385	0.362121038
386	0.3618802945
387	0.3615161624
388	0.3612517507
389	0.3609812303
390	0.3607927692
391	0.3605832661
392	0.3602979598
393	0.3599972241
394	0.359604804
395	0.359378215
396	0.3591175732
397	0.3589087621
398	0.3587700131
399	0.358393662
400	0.3581222841
401	0.3577848919
402	0.3575611375
403	0.3572597849
404	0.3568163552
405	0.3565545886
406	0.3563271211
407	0.3561022734
408	0.355866828
409	0.3557803169
410	0.355523223
411	0.3551281038
412	0.3549826769
413	0.3546708469
414	0.3543497297
415	0.3541829414
416	0.3539305178
417	0.3536116314
418	0.3534112488
419	0.3531335596
420	0.35281648
421	0.3525459409
422	0.3522457403
423	0.3520221801
424	0.3517332174
425	0.351504443
426	0.3513861153
427	0.3512089851
428	0.351004588
429	0.3508245614
430	0.350635081
431	0.3504227203
432	0.350260634
433	0.3498846487
434	0.3496541026
435	0.3494552088
436	0.3491655598
437	0.3489331693
438	0.3486666707
439	0.3484475342
440	0.3482419578
441	0.3481244313
442	0.3480229382
443	0.3477281516
444	0.3476154688
445	0.3473997793
446	0.3471222997
447	0.3468304028
448	0.3465141585
449	0.3462544147
450	0.3459452218
451	0.3457697003
452	0.3455923177
453	0.3452901203
454	0.3450917179
455	0.3447350411
456	0.3443014631
457	0.3439108051
458	0.3437370733
459	0.3435934149
460	0.3434105598
461	0.3431543285
462	0.3429630813
463	0.3426880884
464	0.3424935435
465	0.3422127592
466	0.3419338465
467	0.3417054575
468	0.3414015776
469	0.3411998904
470	0.3410963707
471	0.3409542452
472	0.3405249623
473	0.3402873278
474	0.3401744262
475	0.3399787952
476	0.3397914744
477	0.3394888991
478	0.3392596206
479	0.3391666612
480	0.3389702278
481	0.3389001359
482	0.338772376
483	0.3385041147
484	0.3382629793
485	0.3381457916
486	0.3379847696
487	0.3377745265
488	0.3377155858
489	0.3374695386
490	0.3371570574
491	0.3369687536
492	0.3367926645
493	0.3365836434
494	0.3363840764
495	0.3362333636
496	0.3360187728
497	0.3358656023
498	0.3355260535
499	0.3354153359
500	0.3351258918
501	0.3349756702
502	0.3348051893
503	0.3346099744
504	0.3343547777
505	0.334148077
506	0.3339954041
507	0.3338693941
508	0.3335297851
509	0.3333143227
510	0.3331022636
511	0.3330005437
512	0.3328230442
513	0.3327246106
514	0.3325792503
515	0.3323318423
516	0.3321727916
517	0.3320638837
518	0.3317451188
519	0.3315709552
520	0.3313693956
521	0.3311678765
522	0.3309947567
523	0.3307116559
524	0.3306210818
525	0.3305211315
526	0.3303804559
527	0.3302994965
528	0.3300546876
529	0.3298789057
530	0.3296430155
531	0.3295535904
532	0.3292099132
533	0.3288446596
534	0.3285418665
535	0.3283746846
536	0.3282138939
537	0.3279271274
538	0.3278052459
539	0.3274948529
540	0.3272821719
541	0.327090491
542	0.3268333007
543	0.3266791841
544	0.3263605039
545	0.3260913309
546	0.3260427532
547	0.3258709085
548	0.3257768697
549	0.3255815108
550	0.3253472235
551	0.3252302618
552	0.3250212275
553	0.3248754026
554	0.3246472475
555	0.3243733987
556	0.3241435816
557	0.3239037193
558	0.3236952744
559	0.3235746372
560	0.3234312851
561	0.323190718
562	0.3230361958
563	0.3226690071
564	0.3225578458
565	0.3223698322
566	0.3221694358
567	0.3218819623
568	0.3217726649
569	0.3214864812
570	0.3212268857
571	0.3209887271
572	0.3208633822
573	0.3206185514
574	0.3203899479
575	0.3201047186
576	0.3199980758
577	0.3198638875
578	0.319737966
579	0.3195062268
580	0.3192709836
581	0.3190864769
582	0.3190023963
583	0.3188917636
584	0.3186798872
585	0.318625787
586	0.3184093064
587	0.3182488391
588	0.3181193439
589	0.3179988071
590	0.3178259498
591	0.3177275323
592	0.3175191887
593	0.3173896732
594	0.3171630597
595	0.3169760791
596	0.3168503226
597	0.3166311706
598	0.3162993491
599	0.3160240203
600	0.315936702
601	0.3158097549
602	0.3155924304
603	0.3154491083
604	0.3153989727
605	0.3151904733
606	0.3150287975
607	0.3149523323
608	0.3148346457
609	0.3147370879
610	0.3146203991
611	0.3144801641
612	0.3141645831
613	0.3139459293
614	0.3137409079
615	0.3135331417
616	0.3134433463
617	0.3132618429
618	0.3129543554
619	0.3127202636
620	0.3125580727
621	0.3123632334
622	0.3121331821
623	0.311886483
624	0.3117920206
625	0.3115131002
626	0.3113413337
627	0.3111882249
628	0.3109506923
629	0.3108830272
630	0.3107402143
631	0.3105940584
632	0.3102993439
633	0.3100741987
634	0.3099546014
635	0.3097991387
636	0.3095948457
637	0.3094897685
638	0.3092923753
639	0.309094556
640	0.3089637802
641	0.3088006407
642	0.3085616354
643	0.3083891865
644	0.3081791187
645	0.3080830464
646	0.3079015807
647	0.3077079789
648	0.3074581557
649	0.3073347424
650	0.3072082218
651	0.3070648353
652	0.3069934782
653	0.3068553729
654	0.3065897074
655	0.3064066175
656	0.3062517007
657	0.3060687471
658	0.3058725211
659	0.3056369168
660	0.3055487354
661	0.3052893104
662	0.3048750472
663	0.3047019145
664	0.3046453501
665	0.3045719538
666	0.3044314601
667	0.3042738125
668	0.304189633
669	0.3040145072
670	0.3038681927
671	0.3037994512
672	0.3037248095
673	0.3034313221
674	0.3033734877
675	0.3032997724
676	0.303166248
677	0.3030307701
678	0.3028808684
679	0.3026333325
680	0.3025395482
681	0.3024456133
682	0.3023445046
683	0.3022130441
684	0.3020520576
685	0.3018801521
686	0.3017221373
687	0.3016422626
688	0.3015621795
689	0.3013585512
690	0.3012858295
691	0.3011206181
692	0.3009869226
693	0.3008846242
694	0.3005907973
695	0.3005182299
696	0.3004182133
697	0.3002277952
698	0.3000190286
699	0.299820123
700	0.2996751991
701	0.2995888794
702	0.2995173831
703	0.299397298
704	0.2992749586
705	0.299165604
706	0.2989415296
707	0.2987745877
708	0.2986903939
709	0.2985837428
710	0.2984262501
711	0.2981299285
712	0.2979152596
713	0.297757443
714	0.2976879592
715	0.2975183646
716	0.2973841884
717	0.2972261758
718	0.2971050103
719	0.2968564737
720	0.2966626414
721	0.2965416885
722	0.2964246694
723	0.2963072794
724	0.2960983698
725	0.295885337
726	0.2957561429
727	0.2957292929
728	0.2955202927
729	0.2953159447
730	0.2951563405
731	0.2949829741
732	0.2948243574
733	0.2946145075
734	0.2944479544
735	0.2943145563
736	0.2942056182
737	0.2941318755
738	0.2940020137
739	0.2938982368
740	0.293734236
741	0.2936024789
742	0.2933700382
743	0.2932926059
744	0.2931151064
745	0.2929669543
746	0.2927532583
747	0.2925897545
748	0.2923851421
749	0.2922327777
750	0.2920804275
751	0.2919212949
752	0.2917599549
753	0.291646246
754	0.2915309696
755	0.2914501731
756	0.2911897348
757	0.2911004369
758	0.2909500854
759	0.2908653054
760	0.2906890482
761	0.2905178104
762	0.2903939396
763	0.2902648574
764	0.2901470568
765	0.2899774925
766	0.2898651987
767	0.2896974879
768	0.289588656
769	0.2894338211
770	0.2892785702
771	0.2891386421
772	0.2889595504
773	0.2888072497
774	0.2886567581
775	0.2884909026
776	0.2883760911
777	0.2882287186
778	0.2880984603
779	0.2879497517
780	0.2877856085
781	0.2875718033
782	0.2874127571
783	0.2873139275
784	0.2870387001
785	0.2868771934
786	0.2868562576
787	0.286820769
788	0.2866595106
789	0.2864851858
790	0.2864062442
791	0.2863112183
792	0.2862046353
793	0.286059013
794	0.285926073
795	0.2858681277
796	0.2858312257
797	0.2856585587
798	0.2855728371
799	0.2854809069
800	0.2854114009
801	0.2853370245
802	0.2851504607
803	0.2849521614
804	0.284824751
805	0.284668774
806	0.2844534226
807	0.2841820116
808	0.2840483214
809	0.2839948823
810	0.2838555164
811	0.2836583905
812	0.283447638
813	0.2832994894
814	0.2830870941
815	0.2829374339
816	0.2827660537
817	0.2826533039
818	0.2824923827
819	0.2823490987
820	0.2822905263
821	0.2821554163
822	0.2818927689
823	0.281760188
824	0.281461119
825	0.2813721088
826	0.281224402
827	0.2810694357
828	0.2808285585
829	0.2805925538
830	0.2804268528
831	0.280283341
832	0.2800797441
833	0.2799893554
834	0.2797639649
835	0.2795713459
836	0.2794272295
837	0.2793158122
838	0.2791835431
839	0.2789978254
840	0.2788449
841	0.2786827969
842	0.2784884855
843	0.2783796343
844	0.2783458306
845	0.2782373821
846	0.2780231832
847	0.2778969181
848	0.277829995
849	0.2777054103
850	0.2775179044
851	0.2773939549
852	0.2772931921
853	0.2771749536
854	0.277068236
855	0.276942506
856	0.2768908278
857	0.2767961569
858	0.2766783806
859	0.276544405
860	0.2763240022
861	0.2761982568
862	0.2761516883
863	0.2760347165
864	0.2758385553
865	0.275732355
866	0.2756484913
867	0.2755641834
868	0.2754850066
869	0.2753358663
870	0.2751519062
871	0.2751188052
872	0.2749712085
873	0.2748304568
874	0.2747701089
875	0.2746916262
876	0.274590078
877	0.2744020015
878	0.2742937086
879	0.2740171103
880	0.2738525287
881	0.2736548676
882	0.2734462862
883	0.2733333935
884	0.2730873729
885	0.2729955379
886	0.2729350905
887	0.2728408441
888	0.2726254671
889	0.2724941159
890	0.272312175
891	0.2722034751
892	0.2720519149
893	0.2718830402
894	0.2715839773
895	0.2715244935
896	0.2714489667
897	0.2713486311
898	0.271177659
899	0.2711396363
900	0.2709889878
901	0.2707313495
902	0.2706346424
903	0.2703768326
904	0.2702800872
905	0.2700759258
906	0.2698865522
907	0.2697847369
908	0.2696433034
909	0.269531633
910	0.2693216154
911	0.2691689596
912	0.2689721838
913	0.2688033857
914	0.2685829191
915	0.2684125462
916	0.2682789687
917	0.2681430585
918	0.2680008659
919	0.2678950526
920	0.2678066862
921	0.2676493985
922	0.2674757329
923	0.2673411395
924	0.2672260342
925	0.267016777
926	0.2669096173
927	0.2668747447
928	0.2667381348
929	0.2666739929
930	0.2665911603
931	0.2664229661
932	0.266360317
933	0.2663134547
934	0.2662440129
935	0.266099516
936	0.2659466409
937	0.2657437099
938	0.2655996597
939	0.2655201442
940	0.2653913923
941	0.2652215974
942	0.2651474061
943	0.2650238264
944	0.2648952266
945	0.2647867673
946	0.2647237548
947	0.2646310481
948	0.2644732253
949	0.2642911507
950	0.2640916297
951	0.263903817
952	0.2638097915
953	0.2637436819
954	0.263621023
955	0.2634638736
956	0.2634200126
957	0.2633045582
958	0.2632184572
959	0.2630624013
960	0.262955688
961	0.2628579373
962	0.2627227372
963	0.2625583693
964	0.2624859223
965	0.2624172196
966	0.2623728758
967	0.2621879779
968	0.2620513232
969	0.261903984
970	0.2618484176
971	0.2617373557
972	0.2616795607
973	0.2614870552
974	0.2613849131
975	0.261249276
976	0.2611492673
977	0.2609788505
978	0.2608776969
979	0.2607712264
980	0.2606218916
981	0.2605255025
982	0.2602751807
983	0.2600631255
984	0.2598669693
985	0.2597689542
986	0.2596471992
987	0.2594174405
988	0.2594013838
989	0.2593114083
990	0.2592053072
991	0.2590604319
992	0.2589501249
993	0.2588230724
994	0.2586907433
995	0.2586180625
996	0.2585390539
997	0.2584613339
998	0.258369224
999	0.2581562974
1000	0.2581008652
1001	0.2579338943
1002	0.2577667454
1003	0.2576294124
1004	0.2575727047
1005	0.2574983461
1006	0.2574067436
1007	0.257351958
1008	0.2572902858
1009	0.2571552011
1010	0.2569542201
1011	0.2569477748
1012	0.2568793387
1013	0.2566719124
1014	0.2565765978
1015	0.2564538595
1016	0.2564155977
1017	0.2562614371
1018	0.2560911198
1019	0.2560552472
1020	0.2559549593
1021	0.2558720631
1022	0.2557543939
1023	0.2555816253
1024	0.2555377636
1025	0.2554071975
1026	0.2553332834
1027	0.2552944552
1028	0.2552626773
1029	0.2552009984
1030	0.2550637307
1031	0.254968245
1032	0.2548815636
1033	0.254831637
1034	0.2547243702
1035	0.2545808531
1036	0.2544881263
1037	0.254393613
1038	0.2542488504
1039	0.254177843
1040	0.2540451467
1041	0.2538597539
1042	0.2537966333
1043	0.2536924688
1044	0.2536062453
1045	0.2534811015
1046	0.2534253326
1047	0.2532365962
1048	0.2530441691
1049	0.2529078994
1050	0.2527303836
1051	0.2526164866
1052	0.2524785598
1053	0.2523481037
1054	0.2522729184
1055	0.2521983112
1056	0.252149823
1057	0.2520749145
1058	0.2519434136
1059	0.2518858189
1060	0.251829354
1061	0.2517780288
1062	0.2516264232
1063	0.2515735407
1064	0.2513835201
1065	0.2513151801
1066	0.2512070644
1067	0.2510138905
1068	0.2508703361
1069	0.2508188454
1070	0.250740928
1071	0.2506271719
1072	0.2505830767
1073	0.2504946399
1074	0.250389252
1075	0.250265019
1076	0.250182154
1077	0.2500843759
1078	0.25005328
1079	0.2499398759
1080	0.2498094044
1081	0.2497392418
1082	0.2495849057
1083	0.2495149998
1084	0.2493273119
1085	0.2492725963
1086	0.2491007832
1087	0.2489671861
1088	0.2488660902
1089	0.2488208718
1090	0.2487518688
1091	0.2486331045
1092	0.2485302006
1093	0.2484875017
1094	0.2484158947
1095	0.248314909
1096	0.2481480289
1097	0.2480405223
1098	0.2479452118
1099	0.2478043834
1100	0.2476720914
1101	0.2475845368
1102	0.2475079625
1103	0.2474232838
1104	0.2473167416
1105	0.2472188217
1106	0.2471224725
1107	0.2470717257
1108	0.2469478719
1109	0.2468687168
1110	0.2467665926
1111	0.2466321664
1112	0.2465030415
1113	0.2463812928
1114	0.2462567663
1115	0.2461129442
1116	0.2459775239
1117	0.2459473889
1118	0.2458750026
1119	0.24577679
1120	0.245712435
1121	0.2456716831
1122	0.2456021981
1123	0.2455933375
1124	0.2454606874
1125	0.2453692595
1126	0.2452683404
1127	0.2451352482
1128	0.2451077026
1129	0.2450667458
1130	0.2450149605
1131	0.2449504597
1132	0.2448296095
1133	0.2447284824
1134	0.244586189
1135	0.2444869606
1136	0.2444309865
1137	0.2443556711
1138	0.2442224791
1139	0.2441766707
1140	0.2440066233
1141	0.2439046581
1142	0.2438066344
1143	0.243693532
1144	0.2435875693
1145	0.2434903714
1146	0.2434032132
1147	0.2433130659
1148	0.2432491164
1149	0.2431770325
1150	0.2430429311
1151	0.2429871616
1152	0.2428841421
1153	0.2428443925
1154	0.242671431
1155	0.2425704428
1156	0.242473412
1157	0.2423695961
1158	0.2422841381
1159	0.2422339702
1160	0.2421781086
1161	0.2421441496
1162	0.2420444752
1163	0.241894097
1164	0.2418395855
1165	0.2417260863
1166	0.2416185044
1167	0.2415572741
1168	0.2414727107
1169	0.2413431549
1170	0.2413337128
1171	0.2412930424
1172	0.2411340032
1173	0.2410302322
1174	0.2409172717
1175	0.2408338262
1176	0.2407970248
1177	0.2406242949
1178	0.2404479511
1179	0.2403182334
1180	0.2401978104
1181	0.2401269981
1182	0.2400191303
1183	0.23984488
1184	0.2396891161
1185	0.2395840199
1186	0.2395422286
1187	0.2394555663
1188	0.2394058546
1189	0.2392451563
1190	0.2391392008
1191	0.2389935362
1192	0.2386820674
1193	0.2386192081
1194	0.2384649009
1195	0.2383403843
1196	0.2382587243
1197	0.2380988881
1198	0.2380687477
1199	0.2380270606
1200	0.2378647145
1201	0.2377664794
1202	0.2376766381
1203	0.2374725629
1204	0.237416587
1205	0.2373233672
1206	0.2372220119
1207	0.2371102526
1208	0.236995518
1209	0.2367279134
1210	0.236689963
1211	0.2365733509
1212	0.236456568
1213	0.2363351882
1214	0.2362086057
1215	0.2360257754
1216	0.2359293827
1217	0.2358142935
1218	0.2357013086
1219	0.2355943763
1220	0.2355249883
1221	0.23550174
1222	0.2353861823
1223	0.2353020126
1224	0.2352285906
1225	0.2350065223
1226	0.2349585749
1227	0.2348810931
1228	0.2348146248
1229	0.2347343808
1230	0.2346345333
1231	0.234559666
1232	0.2344919455
1233	0.2344336156
1234	0.2343261913
1235	0.2341804157
1236	0.234068665
1237	0.2340243532
1238	0.2339371632
1239	0.2338798466
1240	0.2338102043
1241	0.2337231367
1242	0.2337070972
1243	0.2336236996
1244	0.2335344252
1245	0.2334075104
1246	0.2332707671
1247	0.23319306
1248	0.2330698993
1249	0.2329965425
1250	0.2329100196
1251	0.2328414096
1252	0.2326818498
1253	0.2325706308
1254	0.2325277003
1255	0.2324252072
1256	0.2323321394
1257	0.2322065867
1258	0.2321453054
1259	0.2320753316
1260	0.2320171645
1261	0.2318783327
1262	0.231823809
1263	0.2317103611
1264	0.231629835
1265	0.2315360675
1266	0.231428588
1267	0.2313149567
1268	0.2312536228
1269	0.2311653891
1270	0.2310300395
1271	0.2309297074
1272	0.2308177757
1273	0.2307630122
1274	0.2307236861
1275	0.2307017763
1276	0.2305628544
1277	0.2304276702
1278	0.230340649
1279	0.2302185846
1280	0.2301217837
1281	0.2300292375
1282	0.2299484939
1283	0.2298548252
1284	0.2297363315
1285	0.2296365519
1286	0.2295594596
1287	0.229382418
1288	0.2292594534
1289	0.2291973179
1290	0.2290987439
1291	0.2289530082
1292	0.2288793317
1293	0.2287806809
1294	0.2286911674
1295	0.2286157833
1296	0.2285756663
1297	0.2284670223
1298	0.2283404845
1299	0.2282753753
1300	0.2281736308
1301	0.2280563031
1302	0.2279737116
1303	0.2279053458
1304	0.2278274178
1305	0.2278109198
1306	0.2277300475
1307	0.2276200521
1308	0.2275574362
1309	0.2274795145
1310	0.2273569036
1311	0.2272411514
1312	0.2271486622
1313	0.2270880704
1314	0.2270003008
1315	0.2269210689
1316	0.2268158487
1317	0.2267075235
1318	0.2265729833
1319	0.226522266
1320	0.2264663584
1321	0.2263893856
1322	0.2262768567
1323	0.2261995691
1324	0.2261056598
1325	0.2259432009
1326	0.2259221074
1327	0.2258711045
1328	0.2257720267
1329	0.2256688277
1330	0.22555973
1331	0.225495085
1332	0.225330198
1333	0.2253190249
1334	0.2252545904
1335	0.2251496543
1336	0.2250208172
1337	0.2249792081
1338	0.2249404634
1339	0.2248606446
1340	0.2247553105
1341	0.224705133
1342	0.2245452456
1343	0.2244643232
1344	0.2243508798
1345	0.2243288272
1346	0.2242822045
1347	0.2242049384
1348	0.2241096421
1349	0.2240414147
1350	0.223956922
1351	0.2238152148
1352	0.223577216
1353	0.2235563838
1354	0.2235014138
1355	0.2234113506
1356	0.2233517163
1357	0.2232873764
1358	0.2231943429
1359	0.2230995453
1360	0.2229730104
1361	0.2228785397
1362	0.222840593
1363	0.2228040074
1364	0.2227136883
1365	0.2226808044
1366	0.222563553
1367	0.2224415945
1368	0.2223258497
1369	0.2222556004
1370	0.2221401765
1371	0.2220719689
1372	0.2219288977
1373	0.2217590679
1374	0.2217115579
1375	0.2215944161
1376	0.2214805327
1377	0.2213409195
1378	0.2212292064
1379	0.22114702
1380	0.2210252293
1381	0.2209699839
1382	0.2208630628
1383	0.2207055852
1384	0.2205249481
1385	0.2204268908
1386	0.2203365492
1387	0.2202435627
1388	0.220181064
1389	0.2201287575
1390	0.2200399995
1391	0.2198929214
1392	0.219821052
1393	0.2197451202
1394	0.2196101171
1395	0.2194465716
1396	0.2193258404
1397	0.2192960043
1398	0.2191584613
1399	0.2191207322
1400	0.2190851194
1401	0.2190201465
1402	0.2189220263
1403	0.2188443097
1404	0.2187994745
1405	0.2187522317
1406	0.2186424657
1407	0.2185649438
1408	0.2184776394
1409	0.2183823497
1410	0.2182019404
1411	0.2181395599
1412	0.2180366408
1413	0.217911641
1414	0.217853424
1415	0.2178363804
1416	0.2177870846
1417	0.2177427017
1418	0.2176131332
1419	0.2175472438
1420	0.2173622146
1421	0.2173485442
1422	0.2173442803
1423	0.217338664
1424	0.2172811044
1425	0.2171900553
1426	0.2171221974
1427	0.2170857782
1428	0.2169987464
1429	0.2168969538
1430	0.2168339327
1431	0.2167006878
1432	0.2166157063
1433	0.216586686
1434	0.2165522763
1435	0.2164566691
1436	0.2163166888
1437	0.2162433441
1438	0.2162128574
1439	0.216152396
1440	0.2159719584
1441	0.2159307768
1442	0.2158429256
1443	0.2158026498
1444	0.2157194426
1445	0.215573622
1446	0.2155160214
1447	0.215467276
1448	0.2154062011
1449	0.2153176778
1450	0.2152871501
1451	0.2151670935
1452	0.215116761
1453	0.2150618273
1454	0.2149829351
1455	0.2149465786
1456	0.2148422109
1457	0.2147315621
1458	0.2146314426
1459	0.2145616703
1460	0.2144434404
1461	0.2144188737
1462	0.2142853887
1463	0.2142649477
1464	0.2141922386
1465	0.2141041436
1466	0.2140590523
1467	0.2140036812
1468	0.2139212867
1469	0.2138343832
1470	0.2137369224
1471	0.2136128409
1472	0.2135661031
1473	0.2134980055
1474	0.2134825305
1475	0.2134343255
1476	0.2133241678
1477	0.2131536476
1478	0.213084117
1479	0.2130098886
1480	0.2129012426
1481	0.2128083579
1482	0.2127571353
1483	0.2127069689
1484	0.2126638042
1485	0.2125900094
1486	0.2125207062
1487	0.212483996
1488	0.212443665
1489	0.2123844604
1490	0.2123040384
1491	0.2122770291
1492	0.2121893552
1493	0.2121421909
1494	0.2120833626
1495	0.2120164727
1496	0.2119005344
1497	0.2118242369
1498	0.211676805
1499	0.2116138301
1500	0.2115419403
1501	0.2115103726
1502	0.2114201889
1503	0.2113672219
1504	0.2112460667
1505	0.2112015032
1506	0.2110736135
1507	0.2109808808
1508	0.210921735
1509	0.2107737125
1510	0.2106649012
1511	0.2105938069
1512	0.2105158094
1513	0.2104196046
1514	0.2103191049
